address,name
0x401010,operator_delete
0x40102A,GetErrorStr
0x4010CE,TraceErrorDD
0x401831,TraceErrorDS
0x40193A,TraceLastError
0x401947,app_fatal
0x401975,MsgBox
0x4019C7,FreeDlg
0x401A30,DrawDlg
0x401A65,DDErrMsg
0x401A88,DSErrMsg
0x401AAB,center_window
0x401B3D,ErrDlg
0x401BCA,FuncDlg
0x401C0F,TextDlg
0x401C2E,ErrOkDlg
0x401C9C,FileErrDlg
0x401CE1,DiskFreeDlg
0x401D1D,InsertCDDlg
0x401D68,DirErrorDlg
0x401DA4,InitAutomapOnce
0x401DE8,InitAutomap
0x401EF4,StartAutomap
0x401F0D,AutomapUp
0x401F1A,AutomapDown
0x401F27,AutomapLeft
0x401F34,AutomapRight
0x401F41,AutomapZoomIn
0x401F80,AutomapZoomOut
0x401FBD,DrawAutomap
0x402233,DrawAutomapTile
0x4029A8,DrawAutomapPlr
0x402D83,GetAutomapType
0x402E4A,DrawAutomapText
0x402F27,SetAutomapView
0x4030DD,AutomapZoomReset
0x40311B,CaptureScreen
0x403204,CaptureHdr
0x403294,CapturePal
0x4032FD,CapturePix
0x40336A,CaptureEnc
0x4033A8,CaptureFile
0x403470,RedPalette
0x4034D9,codec_decode
0x4035DB,codec_init_key
0x4036AC,codec_get_encoded_len
0x4036BE,codec_encode
0x4037D4,DrawSpellCel
0x40387E,SetSpellTrans
0x4039C7,DrawSpell
0x403A8E,DrawSpellList
0x403F69,SetSpell
0x403FAC,SetSpeedSpell
0x404017,ToggleSpell
0x4040DA,PrintChar
0x404218,AddPanelString
0x40424A,ClearPanel
0x404259,DrawPanelBox
0x4042CA,SetFlaskHeight
0x40431B,DrawFlask
0x40435B,DrawLifeFlask
0x4043F4,UpdateLifeFlask
0x404475,DrawManaFlask
0x4044F6,control_update_life_mana
0x40456A,UpdateManaFlask
0x404616,InitControlPan
0x404934,DrawCtrlPan
0x404959,DrawCtrlBtns
0x404A0A,DoSpeedBook
0x404B52,DoPanBtn
0x404BEB,control_set_button_down
0x404C00,control_check_btn_press
0x404C74,DoAutoMap
0x404CA0,CheckPanelInfo
0x404FE4,CheckBtnUp
0x405181,FreeControlPan
0x405295,control_WriteStringToBuffer
0x4052C8,DrawInfoBox
0x405551,PrintInfo
0x4055BC,CPrintString
0x405681,PrintGameStr
0x4056D8,DrawChr
0x406058,ADD_PlrStringXY
0x40610F,MY_PlrStringXY
0x4061CA,CheckLvlBtn
0x406200,ReleaseLvlBtn
0x406234,DrawLevelUpIcon
0x40627A,CheckChrBtns
0x406366,ReleaseChrBtns
0x406408,DrawDurIcon
0x40648E,DrawDurIcon4Item
0x406508,RedBack
0x406592,GetSBookTrans
0x406667,DrawSpellBook
0x4068F4,PrintSBookStr
0x4069B6,CheckSBook
0x406AF8,get_pieces_str
0x406B08,DrawGoldSplit
0x406C40,control_drop_gold
0x406D6E,control_remove_gold
0x406E24,control_set_gold_curs
0x406E6A,DrawTalkPan
0x407071,control_print_talk_msg
0x4070F3,control_check_talk_btn
0x40714D,control_release_talk_btn
0x4071C0,control_reset_talk_msg
0x4071FA,control_type_message
0x407241,control_reset_talk
0x40725A,control_talk_last_key
0x40729A,control_presskeys
0x407304,control_press_enter
0x4073C2,control_up_down
0x40740A,InitCursor
0x407420,FreeCursor
0x407437,SetICursor
0x40746B,SetCursor_
0x40748E,NewCursor
0x407493,InitLevelCursor
0x4074D0,CheckTown
0x4075FD,CheckRportal
0x407729,CheckCursMove
0x4084A6,InitDead
0x40865C,AddDead
0x40867D,SyncUniqDead
0x4086F4,LoadDebugGFX
0x40870F,FreeDebugGFX
0x408721,CheckDungeonClear
0x4087C1,FreeGameMem
0x408838,StartGame
0x4088E2,run_game_loop
0x408A8C,start_game
0x408ADB,free_game
0x408B1E,diablo_get_not_running
0x408B4A,WinMain
0x408CB1,diablo_parse_flags
0x408D61,diablo_init_screen
0x408DB1,diablo_find_window
0x408DF4,diablo_reload_process
0x408FCF,PressEscKey
0x40905E,DisableInputWndProc
0x409131,GM_Game
0x4093B2,LeftMouseDown
0x4095A5,LeftMouseCmd
0x4097EC,TryIconCurs
0x409963,LeftMouseUp
0x4099A8,RightMouseDown
0x409A8E,PressSysKey
0x409AB0,diablo_hotkey_msg
0x409B51,ReleaseKey
0x409B5C,PressKey
0x409F43,diablo_pause_game
0x409F7F,PressChar
0x40A391,LoadLvlGFX
0x40A4B4,LoadAllGFX
0x40A4E1,CreateLevel
0x40A5A4,LoadGameLevel
0x40AAE3,game_loop
0x40AB33,game_logic
0x40ABE7,timeout_cursor
0x40AC6B,diablo_color_cyc_logic
0x40ACAD,doom_get_frame_from_time
0x40ACC6,doom_alloc_cel
0x40ACD6,doom_cleanup
0x40ACE8,doom_load_graphics
0x40AD34,doom_init
0x40AD5E,doom_close
0x40AD74,doom_draw
0x40ADD6,DRLG_Init_Globals
0x40AE79,LoadL1Dungeon
0x40AF65,DRLG_L1Floor
0x40AFB3,DRLG_L1Pass3
0x40B0A5,DRLG_InitL1Vals
0x40B160,LoadPreL1Dungeon
0x40B229,CreateL5Dungeon
0x40B276,DRLG_LoadL1SP
0x40B2F4,DRLG_FreeL1SP
0x40B306,DRLG_L5
0x40B56F,DRLG_PlaceDoor
0x40B699,DRLG_L1Shadows
0x40B881,DRLG_PlaceMiniSet
0x40BAF6,InitL5Dungeon
0x40BB18,L5ClearFlags
0x40BB33,L5firstRoom
0x40BD66,L5drawRoom
0x40BD9D,L5roomGen
0x40BFA4,L5checkRoom
0x40C008,L5GetArea
0x40C02A,L5makeDungeon
0x40C06E,L5makeDmt
0x40C0E0,L5AddWall
0x40C23C,L5HWallOk
0x40C2DC,L5VWallOk
0x40C35B,L5HorizWall
0x40C449,L5VertWall
0x40C551,L5tileFix
0x40C8C0,DRLG_L5Subs
0x40C99D,L5FillChambers
0x40CD86,DRLG_L5GChamber
0x40CEC7,DRLG_L5GHall
0x40CF17,DRLG_L5SetRoom
0x40CF9C,DRLG_L5FloodTVal
0x40D00B,DRLG_L5FTVR
0x40D1FB,DRLG_L5TransFix
0x40D283,DRLG_L5DirtFix
0x40D2EF,DRLG_L5CornerFix
0x40D357,InitDungeon
0x40D379,L2LockoutFix
0x40D4CC,L2DoorFix
0x40D501,LoadL2Dungeon
0x40D6C1,DRLG_L2Pass3
0x40D7B3,LoadPreL2Dungeon
0x40D888,CreateL2Dungeon
0x40D94F,DRLG_LoadL2SP
0x40D9A4,DRLG_FreeL2SP
0x40D9B6,DRLG_L2
0x40E074,DRLG_L2PlaceMiniSet
0x40E2D1,DRLG_L2PlaceRndSet
0x40E49C,DRLG_L2Subs
0x40E59C,DRLG_L2Shadows
0x40E66B,DRLG_L2SetRoom
0x40E6F0,L2TileFix
0x40E74F,CreateDungeon
0x40E8A4,CreateRoom
0x40ECF9,DefineRoom
0x40EE1D,AddHall
0x40EEAC,GetHall
0x40EF09,ConnectHall
0x40F265,CreateDoorType
0x40F2BD,PlaceHallExt
0x40F2D0,DoPatternCheck
0x40F459,DL2_FillVoids
0x40F9B1,DL2_Cont
0x40F9EE,DL2_NumNoChar
0x40FA10,DL2_DrawRoom
0x40FA97,DL2_KnockWalls
0x40FB6C,DRLG_L2FloodTVal
0x40FBDB,DRLG_L2FTVR
0x40FDCB,DRLG_L2TransFix
0x40FE53,L2DirtFix
0x40FEBF,DRLG_InitL2Vals
0x40FF81,AddFenceDoors
0x40FFEC,FenceDoorFix
0x410105,DRLG_L3Anvil
0x410215,FixL3Warp
0x41027D,FixL3HallofHeroes
0x4102F1,DRLG_L3LockRec
0x410344,DRLG_L3Lockout
0x4103A1,CreateL3Dungeon
0x41044E,DRLG_L3
0x41087F,InitL3Dungeon
0x4108B5,DRLG_L3FillRoom
0x4109F0,DRLG_L3CreateBlock
0x410BC0,DRLG_L3FloorArea
0x410BF4,DRLG_L3FillDiags
0x410C65,DRLG_L3FillSingles
0x410CC4,DRLG_L3FillStraights
0x410EDB,DRLG_L3Edges
0x410EFC,DRLG_L3GetFloorArea
0x410F1F,DRLG_L3MakeMegas
0x410FAD,DRLG_L3River
0x411614,DRLG_L3Pool
0x411772,DRLG_L3Spawn
0x41189C,DRLG_L3SpawnEdge
0x4119E0,DRLG_L3PoolFix
0x411A74,DRLG_L3PlaceMiniSet
0x411C83,DRLG_L3PlaceRndSet
0x411E0E,DRLG_L3Wood
0x41223E,WoodVertU
0x41228A,WoodVertD
0x4122CE,WoodHorizL
0x41231A,WoodHorizR
0x41235E,DRLG_L3Pass3
0x412466,LoadL3Dungeon
0x4125B0,LoadPreL3Dungeon
0x412655,DRLG_LoadL4SP
0x4126AD,DRLG_FreeL4SP
0x4126BF,DRLG_L4SetSPRoom
0x412744,L4SaveQuads
0x4127D3,DRLG_L4SetRoom
0x412831,DRLG_LoadDiabQuads
0x412933,IsDURWall
0x412948,IsDLLWall
0x41295D,L4FixRim
0x41297B,DRLG_L4GeneralFix
0x4129B0,CreateL4Dungeon
0x412A00,DRLG_L4
0x412DDD,DRLG_L4Shadows
0x412E34,InitL4Dungeon
0x412E7B,L4makeDmt
0x412ECB,L4AddWall
0x4131C2,L4HWallOk
0x413270,L4VWallOk
0x41330B,L4HorizWall
0x4133D6,L4VertWall
0x4134B4,L4tileFix
0x4142DD,DRLG_L4Subs
0x41439A,L4makeDungeon
0x4144B1,uShape
0x4145E4,GetArea
0x414606,L4firstRoom
0x414738,L4drawRoom
0x41476F,L4roomGen
0x414976,L4checkRoom
0x4149E2,DRLG_L4PlaceMiniSet
0x414C44,DRLG_L4FloodTVal
0x414CB3,DRLG_L4FTVR
0x414EA3,DRLG_L4TransFix
0x414F5B,DRLG_L4Corners
0x414F90,DRLG_L4Pass3
0x4150D6,dthread_remove_player
0x415109,dthread_send_delta
0x415186,dthread_start
0x4151F3,dthread_handler
0x4152C0,dthread_cleanup
0x4153A0,dx_init
0x4154B5,dx_create_back_buffer
0x4155C2,dx_create_primary_surface
0x41561A,dx_DirectDrawCreate
0x415695,lock_buf
0x41569A,lock_buf_priv
0x415720,unlock_buf
0x415725,unlock_buf_priv
0x4157A0,dx_cleanup
0x415848,dx_reinit
0x4158B9,effect_is_playing
0x4158E2,stream_stop
0x41590B,InitMonsterSND
0x4159DB,FreeMonsterSnd
0x415A45,PlayEffect
0x415AE1,calc_snd_position
0x415B59,PlaySFX
0x415B71,PlaySFX_priv
0x415C2A,stream_play
0x415C97,RndSFX
0x415D01,PlaySfxLoc
0x415D39,sound_stop
0x415D9A,sfx_stop
0x415DBA,sound_update
0x415DD0,stream_update
0x415DFF,effects_cleanup_sfx
0x415E2A,sound_init
0x415E77,priv_sound_init
0x415ED8,ui_sound_init
0x415EDF,effects_play_sound
0x415F43,Decrypt
0x415F8F,Encrypt
0x415FDF,Hash
0x41602E,InitHash
0x41609D,PkwareCompress
0x416133,PkwareBufferRead
0x416167,PkwareBufferWrite
0x41618E,PkwareDecompress
0x41620C,CelBlit
0x416274,CelDraw
0x4162B8,CelBlitFrame
0x4162DE,CelClippedDraw
0x416359,CelClippedBlit
0x4163AC,CelBlitLight
0x416488,CelBlitLightTrans
0x416565,CelDrawLight
0x4165BD,CelClippedDrawLight
0x41664B,CelClippedBlitLightTrans
0x4166BF,CelDrawLightRed
0x4167DB,CelBlitSafe
0x41685A,CelClippedDrawSafe
0x4168D5,CelClippedBlitSafe
0x41692A,CelBlitLightSafe
0x416A21,CelBlitLightTransSafe
0x416B19,CelDrawLightSafe
0x416BA9,CelClippedBlitLightTransSafe
0x416C1B,CelDrawLightRedSafe
0x416D3C,CelBlitWidth
0x416DC6,CelBlitOutline
0x416EC0,CelBlitOutlineSafe
0x416FEF,ENG_set_pixel
0x417034,engine_draw_pixel
0x4170BD,DrawLine
0x4174B3,GetDirection
0x417518,SetRndSeed
0x41752C,GetRndSeed
0x41754B,random_
0x41759B,DiabloAllocPtr
0x4175E8,mem_free_dbg
0x417618,LoadFileInMem
0x417673,LoadFileWithMem
0x4176D2,Cl2ApplyTrans
0x417745,Cl2Draw
0x4177BF,Cl2Blit
0x417847,Cl2DrawOutline
0x4178C5,Cl2BlitOutline
0x417981,Cl2DrawLightTbl
0x417A44,Cl2BlitLight
0x417AE9,Cl2DrawLight
0x417B83,Cl2DrawSafe
0x417BFD,Cl2BlitSafe
0x417C99,Cl2DrawOutlineSafe
0x417D28,Cl2BlitOutlineSafe
0x417DF8,Cl2DrawLightTblSafe
0x417EBB,Cl2BlitLightSafe
0x417F78,Cl2DrawLightSafe
0x418012,PlayInGameMovie
0x41804E,InitDiabloMsg
0x41808F,ClrDiabloMsg
0x4180AA,DrawDiabloMsg
0x4182B7,fault_init_filter
0x4182C1,fault_cleanup_filter_atexit
0x4182CD,fault_cleanup_filter
0x4182D7,TopLevelExceptionFilter
0x418455,fault_hex_format
0x418518,fault_unknown_module
0x4185FF,fault_call_stack
0x418688,fault_get_error_type
0x41883C,fault_set_filter
0x418853,fault_reset_filter
0x418860,fault_get_filter
0x418866,gamemenu_on
0x41888F,gamemenu_update_single
0x4188C8,gamemenu_update_multi
0x4188D8,gamemenu_off
0x4188E1,gamemenu_handle_previous
0x4188F4,gamemenu_previous
0x4188F9,gamemenu_new_game
0x41893B,gamemenu_quit_game
0x418948,gamemenu_load_game
0x4189BE,gamemenu_save_game
0x418A42,gamemenu_restart_town
0x418A4C,gamemenu_options
0x418A6C,gamemenu_get_music
0x418A85,gamemenu_sound_music_toggle
0x418AC6,gamemenu_get_sound
0x418ADF,gamemenu_get_color_cycling
0x418AF4,gamemenu_get_gamma
0x418B1A,gamemenu_music_volume
0x418BA3,gamemenu_slider_music_sound
0x418BB0,gamemenu_sound_volume
0x418C30,gamemenu_gamma
0x418C5A,gamemenu_slider_gamma
0x418C6A,gamemenu_color_cycling
0x418C8B,FillSolidBlockTbls
0x418D91,MakeSpeedCels
0x4191BF,SortTiles
0x4191FB,SwapTile
0x41927A,IsometricCoord
0x4192C2,SetSpeedCels
0x41930B,SetDungeonMicros
0x41944A,DRLG_InitTrans
0x419477,DRLG_MRectTrans
0x4194D0,DRLG_RectTrans
0x419515,DRLG_CopyTrans
0x419534,DRLG_ListTrans
0x419565,DRLG_AreaTrans
0x4195A2,DRLG_InitSetPC
0x4195B9,DRLG_SetPC
0x41960C,Make_SetPC
0x41965B,DRLG_WillThemeRoomFit
0x4197F4,DRLG_CreateThemeRoom
0x419C10,DRLG_PlaceThemeRooms
0x419D92,DRLG_HoldThemeRooms
0x419E1F,SkipThemeRoom
0x419E71,InitLevels
0x419E8B,gmenu_draw_pause
0x419EBE,gmenu_print_text
0x419F17,FreeGMenu
0x419F70,gmenu_init_menu
0x419FE8,gmenu_is_active
0x419FF4,gmenu_set_items
0x41A04E,gmenu_up_down
0x41A0B6,gmenu_draw
0x41A145,gmenu_draw_menu_item
0x41A239,gmenu_clear_buffer
0x41A272,gmenu_get_lfont
0x41A2AE,gmenu_presskeys
0x41A32A,gmenu_left_right
0x41A37A,gmenu_on_mouse_move
0x41A3D2,gmenu_get_mouse_slider
0x41A401,gmenu_left_mouse
0x41A4B8,gmenu_enable
0x41A4C6,gmenu_slider_set
0x41A508,gmenu_slider_get
0x41A545,gmenu_slider_steps
0x41A553,InitHelp
0x41A565,DrawHelp
0x41A6FA,DrawHelpLine
0x41A773,DisplayHelp
0x41A78F,HelpScrollUp
0x41A79F,HelpScrollDown
0x41A7C3,init_cleanup
0x41A84C,init_run_office_from_start_menu
0x41A8B9,init_run_office
0x41AA2C,init_disable_screensaver
0x41AAC5,init_create_window
0x41AC00,init_kill_mom_parent
0x41AC21,init_find_mom_parent
0x41AC71,init_await_mom_parent_exit
0x41ACA1,init_archives
0x41AD72,init_test_access
0x41AF22,init_strip_trailing_slash
0x41AF3A,init_read_test_file
0x41AFCE,init_get_file_info
0x41B06C,MainWndProc
0x41B105,init_activate_window
0x41B15F,WindowProc
0x41B184,SetWindowProc
0x41B1A0,interface_msg_pump
0x41B1DF,IncProgress
0x41B218,DrawCutscene
0x41B28D,DrawProgress
0x41B2B6,ShowProgress
0x41B5F5,FreeInterface
0x41B607,InitCutscene
0x41B814,FreeInvGFX
0x41B826,InitInv
0x41B871,InvDrawSlotBack
0x41B8C4,DrawInv
0x41C060,DrawInvBelt
0x41C23F,AutoPlace
0x41C373,SpecialAutoPlace
0x41C4E0,GoldAutoPlace
0x41C6A9,WeaponAutoPlace
0x41C746,SwapItem
0x41C783,CheckInvPaste
0x41D2CF,CheckInvSwap
0x41D378,CheckInvCut
0x41D6EB,inv_update_rem_item
0x41D722,RemoveInvItem
0x41D810,RemoveSpdBarItem
0x41D86C,CheckInvItem
0x41D893,CheckInvScrn
0x41D8BF,CheckItemStats
0x41D90B,CheckBookLevel
0x41D97F,CheckQuestItem
0x41DB65,InvGetItem
0x41DC79,AutoGetItem
0x41E103,FindGetItem
0x41E158,SyncGetItem
0x41E222,CanPut
0x41E2F9,TryInvPut
0x41E3BC,DrawInvMsg
0x41E3E4,InvPutItem
0x41E639,SyncPutItem
0x41E8DD,CheckInvHLight
0x41EAEA,RemoveScroll
0x41EB8B,UseScroll
0x41EC42,UseStaffCharge
0x41EC7F,UseStaff
0x41ECC3,StartGoldDrop
0x41ED29,UseInvItem
0x41EFA1,DoTelekinesis
0x41F013,CalculateGold
0x41F068,DropItemBeforeTrig
0x41F096,InitItemGFX
0x41F0E8,ItemPlace
0x41F13A,AddInitItems
0x41F24E,InitItems
0x41F320,CalcPlrItemVals
0x41F953,CalcPlrScrolls
0x41FA4A,CalcPlrStaff
0x41FA97,CalcSelfItems
0x41FB91,CalcPlrItemMin
0x41FBF6,ItemMinStats
0x41FC2C,CalcPlrBookVals
0x41FD3E,CalcPlrInv
0x41FD98,SetPlrHandItem
0x41FE98,GetPlrHandSeed
0x41FEA4,GetGoldSeed
0x41FF16,SetPlrHandSeed
0x41FF19,SetPlrHandGoldCurs
0x41FF4E,CreatePlrItems
0x4200F8,ItemSpaceOk
0x4201F2,GetItemSpace
0x4202E8,GetSuperItemSpace
0x420376,GetSuperItemLoc
0x4203E0,CalcItemValue
0x42042C,GetBookSpell
0x420514,GetStaffPower
0x4206E5,GetStaffSpell
0x42084A,GetItemAttrs
0x420B17,RndPL
0x420B28,PLVal
0x420B68,SaveItemPower
0x4215EF,GetItemPower
0x42191C,GetItemBonus
0x4219C1,SetupItem
0x421A4B,RndItem
0x421B32,RndUItem
0x421C2A,RndAllItems
0x421CB7,RndTypeItems
0x421D41,CheckUnique
0x421E11,GetUniqueItem
0x421F5C,SpawnUnique
0x421FE6,ItemRndDur
0x422024,SetupAllItems
0x42217A,SpawnItem
0x422290,CreateItem
